job_title,company,location,sumber,bahasa,cluster,cluster_name,cluster_sfia,is_ai_job,skill_count,skills_list,job_description,posted_time,job_url
Network Security Engineer,PT Focus Solusi Infotama,Jakarta,Indeed,Bahasa Indonesia,0,Enterprise Dev & Agile Practices,SFIA 9: Software Development (PROG) + Methods & Tools (METL),False,6,"Network Security, Zero Trust, Firewall, Vpn, Siem, Splunk","Menangani dan menindaklanjuti insiden keamanan jaringan.
Melakukan pemantauan sistem keamanan dan menanggapi alert.
Melakukan konfigurasi, perubahan, dan pembaruan pada perangkat keamanan sesuai SOP.
Bekerja sama dengan tim IT lain untuk menerapkan kebijakan keamanan jaringan.
Memberikan dokumentasi teknis dan laporan insiden secara berkala.
Minimum Qualifications: Minimal 2-3 tahun pengalaman kerja di bidang network security.
Terbiasa menangani operasi keamanan tingkat menengah, termasuk investigasi insiden dan troubleshooting jaringan.
Keahlian Teknologi:
Penguasaan perangkat keamanan seperti: Firewall (Palo Alto, Fortinet, Check Point, Cisco ASA), IDS/IPS, WAF, Proxy, VPN.
Familiar dengan sistem NAC, SIEM (contoh: Splunk, QRadar, atau ELK Stack).
Mengerti konsep dan implementasi segmentasi jaringan, ACL, NAT, dan routing dasar.
Mampu membaca dan menganalisis log jaringan serta laporan insiden keamanan.
Pengetahuan Umum:
Pemahaman tentang TCP/IP, model OSI, dan protokol jaringan umum (HTTP/S, DNS, SMTP, FTP, dll).
Mengerti konsep zero trust, hardening, dan best practices keamanan.
Kualifikasi Non-Teknis:
Kemampuan Analisa:
Mampu melakukan analisis akar masalah (root cause analysis) pada insiden keamanan.
Cepat dan tanggap dalam eskalasi isu ke tim terkait (L3 atau vendor support).
Etika dan Sikap Kerja:
Disiplin, teliti, dan mampu bekerja secara mandiri maupun dalam tim.
Bersedia bekerja dalam sistem shift (jika dibutuhkan) dan on-call support.
Bahasa:
Bahasa Indonesia aktif dan Bahasa Inggris pasif/menjadi nilai plus jika aktif.
Focus Solusi Infotama adalah Perusahaan penyedia layanan informasi teknologi terkemuka di Indonesia. Kami membantu pelanggan kami dengan mengoptimalisasi operasional teknologi informasi mereka dan kami membantu menjaga keamanan digital data Perusahaan pelanggan kami dengan memberikan layanan Solusi serta konsultasi dalam layanan digital yang di dukung oleh Beragam Solusi hardware software yang dioptimalisasi dalam berbagai macam ekosistem dan reaktualisasi teknologi infrastruktur serta sistem keamanan cyber security.",2026-05-22,https://www.indeed.com/viewjob?jk=178ca2ac40f02f8e
Senior Java Engineer - Cloud Platform,FusionAuth,Jawa,Indeed,English,6,Full-Stack & Microservices (Go/React),SFIA 9: Software Development (PROG) + Systems Design (ARCH),False,6,"Java, Go, AWS, Kubernetes, Terraform, Linux","Denver, CO
Full Time
Engineering
Experienced
Job Title: Senior Java Engineer - Cloud Platform
Location: Denver, CO (Hybrid)
About FusionAuth
FusionAuth is a fast-growing startup and leading provider of customer identity and access management (CIAM) software headquartered in Denver, Colorado. Our mission is to make authentication and authorization simple and secure for every developer. Our product helps businesses securely manage customer identities and access, ensuring a seamless and safe user experience for some of the largest brands in the world. We are committed to delivering exceptional value and satisfaction to our clients through top-notch service and support. With a great team and strong investors, we are expanding our team to help accelerate our growth and take FusionAuth to the next level.
Job Summary
We are recruiting a Senior Software Engineer who will join our engineering team to help us achieve these goals. This exciting role will allow you to build new features and extend and influence our existing product offering. While you ll be expected to contribute in all areas of the product, this role will have a strong emphasis on working on the FusionAuth cloud platform. For this role, you must be a creative and quantitative thinker. You should be interested in the authentication, authorization and user management space. You should be seasoned at writing secure and high-performance code. The ideal candidate will be a self-starter, fast worker and excited about growing a company from the ground up. This position reports to the Head of our Platform Engineering Team.
Responsibilities
Writing high-quality, performant, and secure Java code
Connect unfamiliar technical concepts to your existing knowledge base and find pragmatic paths forward
Balance immediate deliverables with long-term architectural thinking and planning
Writing extensive and thorough tests
Extending our cloud offering with security, scalability, and control plane features
Helping to maintain and extend the FusionAuth Terraform provider
Supporting other engineers with your cloud and platform expertise
Writing clear, high-quality documentation for new features
Participating in the on-call engineer rotation, solving critical customer issues should they arise. While not the norm, we do have some off-hours support requirements.
Provide technical support to our customers
Be a voice of positive change in the Engineering organization
Qualifications
Required
10+ years of professional software development experience
6+ years of experience with a heavy ops or platform engineering component
Highly proficient in the Java programming language and object-oriented design and implementation
Deep, hands-on experience with AWS
Strong platform engineering experience in a Linux environment
Experience architecting, building, and managing complex application topologies on Kubernetes
Experience with infrastructure-as-code tools, particularly Terraform
Experience with designing and building high-availability, highly-performant applications
Comfortable using AI tools in your development workflow
Located in the Denver metropolitan area with the ability to come into our Westminster office 2-3 times per week
Preferred
Experience up and down the entire stack, including cloud infrastructure, operating systems, databases, back-end and front-end services
Experience with Golang development
Real working knowledge of relational databases you understand query optimization, indexing strategies, and database design beyond ORM abstractions
Passion for security in general, and auth specifically
Quick learner with the ability to rapidly master new technologies and skills
Influential communicator: holds strong opinions but adapts flexibly to new information or team input
Appreciates first principles thinking, but understands when it s time to stop theorizing and start building
Adaptable to challenges common in a startup with 60 employees and thrives in a dynamic startup vibe
Compensation
 170k 200k expected base salary range 
 Pursuant to various state laws, we must display the pay range for this job. Since we are willing to hire within a broad spectrum of qualifications, this range is broad. The expected base salary may be adjusted based on individual qualifications, role, level and location.
Onsite Perks Campus Benefits
When you join FusionAuth s Denver team, you ll enjoy a modern campus experience designed for productivity, wellness, and community:
Newly upgraded amenity spaces including a sleek tenant lounge and café with booth seating and collaborative workspaces.
Access to a fitness studio, showers, lockers, and secure bike storage.
Regularly stocked in-suite kitchen with a variety of snacks and beverages to keep you fueled throughout the day.
Onsite café offering chef-driven menus with fresh, locally sourced, organic, and non-GMO options to suit diverse dietary needs. Easy ordering via app.
3-acres of green space, including communal parks and picnic areas, connected to miles of jogging, biking, and recreation trails.
Yoga in the circle and wellness programs to enhance work-life balance.
Dedicated outdoor workspaces and patio gathering areas.
Ample on-site parking, easy freeway access, and high-speed fiber internet.
Sustainability-minded campus and community initiatives, including support for regenerative agriculture programs.
Enjoy a high-tech business environment that inspires creativity and energizes your workday all just minutes from the heart of Denver and Boulder.
Benefits
For full-time team members, we offer:
Comprehensive health insurance including medical, dental, and vision coverage, with the company covering the majority of your medical premiums to keep your costs low
Fully employer-paid High Deductible Health Plan (HDHP) option paired with a Health Savings Account (HSA), including employer contributions
Basic life insurance and short- and long-term disability coverage fully paid by the company for essential financial protection
Voluntary life insurance options to provide additional financial protection for you and your loved ones
Healthcare and Dependent Care Flexible Spending Accounts (FSAs) to save pre-tax dollars on eligible expenses
401(k) plan with company match to help you save for retirement
Generous paid time off (PTO) plus paid company holidays to support work-life balance
Employee Assistance Program (EAP) offering confidential counseling and support services
Professional growth and development opportunities to boost your career journey
Eligibility for performance-based bonuses or variable compensation tied to individual, team, or company results
Important Details
Application Submission: We value authentic, thoughtful responses. Copy/pasted or AI-generated answers to application questions that don t reflect your own experience may disqualify your application.
In-Person Interview: Please be aware that participating in an in-person interview is encouraged so we can get to know each other. FusionAuth reimburses reasonable travel and lodging expenses associated with onsite interviews.
Work Authorization: Applicants must be authorized to work for any employer in the U.S. We are unable to sponsor or assume sponsorship of an employment Visa at this time.
If you are passionate about technology that solves real-world customer problems, and want to join a company that is moving the industry forward, FusionAuth is a perfect fit for you 
Equal Employment Opportunity
FusionAuth provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Recruiters
FusionAuth does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed agreement, we reserve the right to pursue and hire candidates without any financial obligation to the recruiter or agency. Any unsolicited resumes, including those submitted directly to hiring managers, are deemed to be the property of FusionAuth.",2026-05-21,https://www.indeed.com/viewjob?jk=241fa34678054dde
Mobile Developer,VLINK INC,Jakarta,Indeed,English,0,Enterprise Dev & Agile Practices,SFIA 9: Software Development (PROG) + Methods & Tools (METL),False,16,"Javascript, Swift, Angular, Bootstrap, REST API, Firebase, Docker, CI/CD, Git, Jira, Confluence, Figma, Agile, Design Patterns, SOLID Principles, OOP","Job Description:
Design, develop, maintain, and enhance mobile (Android iOS) and front-end web applications based on business and user requirements.
Collaborate with Product, UI/UX, Backend, QA, and other stakeholders to analyze requirements, define technical solutions, and deliver high-quality features.
Implement clean, scalable, and maintainable code following best practices, design patterns, Clean Architecture, and SOLID principles.
Integrate and optimize RESTful APIs, third-party services, and mobile/web application components.
Participate in code reviews, testing, deployment processes, troubleshooting, production support, and continuous application improvements.
Contribute to CI/CD implementation, technical documentation, performance optimization, and technology stack modernization.
Job Details:
Willing to working on-site
Salary: 9,000,000 - 11,000,000 gross
PKWT Contract (extendable)
BPJS (TK, KK), THR (1x), Bonus (1x), Yearly Income (14x)
Medical Insurance (Individual Gold - AdMedika)
Paid Leave (12 days/year)
Laptop for working
Overtime Pay (if any)
Minimum Qualifications: Qualifications:
Bachelor s Degree in Information Technology, Information Systems, Computer Science, or a related field.
Minimum 3 years of experience in Mobile Development, Android Development, iOS Development, or Front-End Development.
Strong understanding of Object-Oriented Programming (OOP), Agile methodology, Clean Architecture, SOLID Principles, and software design patterns such as MVC, MVVM, and VIPER.
Experience with Android technologies including Android Jetpack, Retrofit, Flow, Coroutines, Dagger Hilt, Single Activity Architecture, View Binding, Custom Views, Firebase SDK, Google Play Store deployment, and application obfuscation using R8 or ProGuard.
Experience with iOS development using Swift, Xcode, UIKit, Core Data, RESTful APIs, IPA build generation, Swift Package Manager (SPM), and CocoaPods.
Experience with Front-End Web technologies including HTML, CSS, JavaScript, Bootstrap, and Angular (v2+).
Familiarity with Multi-Module Architecture, Modular Architecture, CI/CD, Docker, Git/Git Flow, Jira, Confluence, Figma, and SonarQube.
Strong problem-solving, communication, and collaboration skills, with the ability to work effectively both independently and within cross-functional teams.
Proactive, detail-oriented, and actively involved in deployment, troubleshooting, and technology stack improvements.
Available to join ASAP (Immediately Available) or within a short notice period is highly preferred.
Since our founding in 2007 in US and VLink Consulting Indonesia (VCI) established in 2018, VLink is truly in a class of our own for our ability to deliver on all points important to our valued customers. We are an end-to-end global partner that provides consultative to coding services. Our delivery model, based on our global presence in North America and APAC regions, provides IT services and strategic workforce solutions. Our engineering mindset enables us to swiftly create affordable and tailored solutions for our customers large and small.",2026-06-02,https://www.indeed.com/viewjob?jk=2f2dd3bc1637e1f3
AI Enablement Engineer,Darwinbox,Jakarta,Indeed,English,7,AI/ML & LLM Engineering,SFIA 9: Machine Learning (MLNG) + Data Science (DATS),True,10,"Python, Javascript, Bigquery, GCP, LLM, Openai, RAG, Embedding, Prompt Engineering, Data Science","AI Enablement Engineer Location: Jakarta, Indonesia Department: Strategy AI / Operations
Position Description
As an AI Enablement Engineer, you will own the end-to-end design, deployment, and continuous improvement of AI-powered systems that transform how Pluang operates from automating manual workflows to building intelligent tools that help our teams make faster, better-informed decisions. You will be the technical engine behind Pluang s enterprise AI strategy, turning business problems into production-grade AI solutions across marketing, operations, customer experience, and beyond.
You will work at the intersection of engineering and business, leading Pluang s AI Champions Network and serving as the primary driver of organisation-wide AI adoption. You will collaborate closely with product, data, marketing, and operations teams to identify high-leverage automation opportunities, build reusable AI infrastructure, and ensure that deployed tools deliver measurable, lasting impact.
What You Will Be Doing
AI Tool Development Deployment
Own the full lifecycle of AI tooling from scoping and prototyping through to production deployment and iteration across business functions including operations, marketing, and customer experience
Design and deploy LLM-powered agents, automation workflows, and intelligent internal tools that eliminate manual processes and improve decision-making speed
Build and maintain prompt libraries, evaluation frameworks, and internal documentation that enable business teams to use AI tools reliably and at scale
Design orchestration pipelines that coordinate multiple AI components to solve complex, cross-functional problems end-to-end
Build quality assurance mechanisms to evaluate LLM outputs for accuracy, consistency, and hallucination, and drive continuous improvement based on findings
AI Infrastructure Systems
Continuously evolve Pluang s internal AI infrastructure including RAG frameworks, vector databases, and agent runtimes providing structured feedback on performance, reliability, and fitness for purpose to guide adoption and improvement decisions
Improve document processing, chunking strategies, embedding pipelines, and retrieval mechanisms to ground agent responses accurately in Pluang s internal knowledge base
Develop and maintain integrations between AI systems and existing internal tools and workflows (e.g. compliance review, customer insights, operational reporting)
Stay current on emerging AI tools, models, and frameworks, and make proactive recommendations on what to adopt, build, or retire
Enablement Organisational Impact
Lead internal AI training sessions and drive onboarding of new AI Champions across departments, equipping non-technical teams with the knowledge and confidence to use AI tools effectively
Partner with business stakeholders to translate operational pain points into clearly scoped AI use cases, and own delivery from first prototype through to measurable business outcome
Define and track impact metrics for deployed AI tools, communicating results to leadership and using data to inform prioritisation
Champion a culture of AI-first thinking across the organisation, surfacing opportunities proactively rather than waiting to be asked
What You Need to Be Successful
Required
Bachelor s or Master s degree in Computer Science, Software Engineering, Data Science, or a related field
1-3 years of professional experience in software engineering, AI/ML engineering, or a related technical role with demonstrated end-to-end project ownership
Comfortable working with scripting or programming languages (e.g. Python, JavaScript, or similar) to build integrations, automate workflows, and connect AI tools to business systems
Production experience with LLM APIs (e.g. OpenAI, Anthropic, or open-source equivalents) and practical prompt engineering
Hands-on experience with RAG architectures, vector databases, or document retrieval systems
Solid understanding of automation tooling (e.g. n8n, Make, Zapier, or equivalent) and experience deploying these into live business workflows
Proven ability to take ownership of projects independently scoping, building, shipping, and iterating without heavy supervision
Strong communication skills able to translate technical solutions clearly to non-technical stakeholders and drive adoption across teams
Nice to Have
Familiarity with AI agent platforms and orchestration tools
Familiarity with GCP services (Cloud Run, Cloud Functions, BigQuery)
Exposure to fintech, financial products, or regulated industries
Work Environment
Attractive compensation package with competitive salary and flexible bonus scheme. Individual career path with management and technical growth tracks, enhanced by learning and development programmes. Healthy work environment with company-sponsored medical programmes, open communication, and friendly policies supporting work-life balance. We are an equal-opportunity employer and value diversity.
Updated Date
02-06-2026
Job ID
JOBID_447
Department
Strategy AI/Operations
Location
PT PG Berjangka, Jakarta Pusat, Jakarta Raya, Indonesia
Experience
1 - 3 Years
Employee Type
Full Time",2026-06-03,https://www.indeed.com/viewjob?jk=5bc570ba99980475
Senior QA Engineer II,MEKARI (PT. Mid Solusi Nusantara),Jakarta,Indeed,English,3,QA & Test Automation,SFIA 9: Testing (TEST) + Quality Assurance (QUAS),False,24,"Python, Java, Javascript, REST API, AWS, GCP, Azure, Docker, Kubernetes, Jenkins, Gitlab Ci, Github Actions, Microservices, CI/CD, Devops, Selenium, Cypress, Playwright, Jmeter, K6, Load Testing, Appium, Github, Gitlab","Mekari is Indonesia s no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.
In our 10+ years of journey we have reached over 1 Million platform users, and we re not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact.
The Mission :
As our Senior QA Engineer II, you won t just be checking for bugs you will be the architect of our quality culture. You will lead a team of SDETs (Software Development Engineers in Test) to build automated frameworks that move at the speed of SaaS, ensuring our platform remains performant, secure, and reliable for thousands of concurrent users.
Key Responsibilities :
Strategic Leadership: Define the long-term vision for Quality Engineering, shifting from manual gatekeeping to automated, continuous quality.
Team Management: Hire, mentor, and lead a high-performing team of QA Engineers and SDETs. Conduct 1:1s, performance reviews, and career pathing.
Framework Architecture: Oversee the design and implementation of scalable automation frameworks (Web, Mobile, and API) integrated into our CI/CD pipeline.
Process Optimization: Implement Shift-Left testing strategies, ensuring quality is considered during the design phase, not just at the end of the sprint.
Metrics Reporting: Establish and track key quality metrics such as Mean Time to Detection (MTTD), Defect Escape Rate, and Automated Test Coverage.
Cross-Functional Collaboration: Partner with Product Managers and DevOps to align quality goals with fast-paced release cycles.
Technical Requirements :
Experience: 7+ years in Software Quality Engineering, with at least 2 3 years in a formal leadership/management role within a SaaS environment.
Automation Mastery: Deep expertise in modern automation tools (e.g., Selenium, Playwright, Cypress, or Appium) and languages (Python, Java, or JavaScript).
Cloud Infrastructure: Experience testing microservices architectures hosted on AWS, Azure, or GCP. Familiarity with Docker and Kubernetes is a major plus.
CI/CD Integration: Proven track record of integrating automated suites into pipelines like GitHub Actions, GitLab CI, or Jenkins.
API Testing: Strong command of RESTful API testing and performance/load testing tools (e.g., JMeter, Locust, or k6).
Soft Skills SaaS Fit 
Agility: Comfort with rapid release cycles (daily or weekly deployments).
The Product Mindset: Ability to understand the user s journey and prioritize testing based on business impact.
Communication: The ability to explain complex technical debt or quality risks to non-technical stakeholders.
Don t forget to check our Recruitment FAQ at ENG or INA to find the answers to commonly asked questions regarding our recruitment process.
We wish you the best. Hope to see you around soon",2026-05-22,https://www.indeed.com/viewjob?jk=103870247bc0430a
Software Developer (Remote),Savant Degrees Pte Ltd,Jakarta,JobStreet,English,7,AI/ML & LLM Engineering,SFIA 9: Machine Learning (MLNG) + Data Science (DATS),False,8,"Python, Java, Javascript, Groovy, Apache, Load Testing, Kibana, Code Review","Visit our website at to explore our exciting innovations. We re seeking a talented software developer to join our Asia team. This full-time position offers a remote working arrangement based in Indonesia. Skills Experience Needed Minimum 3 years of current, hands-on experience in software development Bachelors or Masters degree in Computer Science, Information Systems, or equivalent Strong Java, HTML, CSS, JavaScript skills, with knowledge on Groovy, Apache Tomcat, Python, and JSON an added advantage Experience with AI-powered development tools is a plus, including integrating AI coding assistants (e.g., Codex), and performing AI-assisted code review to improve development workflows and code quality. Proficient verbal and written English communication skills due to project requirement. Resourceful and tenacious in solving problems. Experience with at least one modern programming language with an MVC framework Proactive and able to exercise initiative in ensuring our code quality meets high standards and aligns with best practices, including security. Responsibilities include: Database design and development Coding (e.g. experience in Java, HTML, CSS, JavaScript) Assessing IT security protocols are followed using tools for performance/load testing, and vulnerability scanning Assisting in implementing tools into existing project systems such as Kibana, Katalon, and Logrocket. Integrating AI-powered development tools is a plus, including integrating AI coding assistants (e.g., Codex), and performing AI-assisted code review to improve development workflows and code quality. Supporting engineering team to develop software solutions, from software task creation, to technical documentation, and QA testing Participate in User Acceptance Testing (UAT) and help our development team with code development for bugs identified (depending on the software, could be Groovy/Stripes for applications or HTML5/Javascript for front-end) Mentor and guide other developers to improve coding standards, best practices, and overall code quality.",2026-05-25T02:50:13.000Z,https://id.jobstreet.com/job/92306194
SOFTWARE ENGINEER,Krea Kalyana Kaamita,Jakarta,JobStreet,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,4,"React, Node.js, AWS, GCP","Job Description: Build scalable and high-performance web applications. Solve complex technical challenges daily. Collaborate with cross-functional teams. Ship clean, well-tested code. Requirements: Minimum 3 years of professional experience. Tech Stack: React, Node.js, cloud services (AWS/GCP) and related. Strong analytical thinking and problem-solving skills and clean coding habits. Growth-oriented, proactive, and thrives under pressure, minimum supervision.",2026-06-03T04:21:39.000Z,https://id.jobstreet.com/job/92484086
Quality Assurance (QA) Engineer,PT Holink Solusi Digital,"North Jakarta, Jakarta",JobStreet,English,3,QA & Test Automation,SFIA 9: Testing (TEST) + Quality Assurance (QUAS),False,6,"Selenium, Cypress, Playwright, Postman, Manual Testing, Regression Testing","Role Purpose The QA Engineer is responsible for ensuring product quality by testing web and mobile features, identifying bugs, validating requirements, and helping improve the release process to reduce production issues. Key Responsibilities Review product requirements, PRDs, designs, and acceptance criteria before the testing phase. Prepare test cases, test scenarios, and test plans based on product requirements. Perform manual testing across web, mobile, API, and product features. Conduct regression testing before product release to ensure stability. Identify, document, track, and verify bugs clearly and accurately. Maintain and support automation testing where applicable. Collaborate closely with Product Managers, Frontend Engineers, Backend Engineers, QA, and Technical Support to reproduce and resolve issues. Validate bug fixes and ensure product behavior aligns with the approved requirements. Support continuous improvement of QA processes, release checklists, and testing standards. Requirements 2+ years of experience in Software Quality Assurance Strong understanding of test planning, test case design, and regression testing Experience testing Web, Mobile, API, and SaaS products Familiar with bug tracking, root cause analysis, and release validation Strong analytical thinking and attention to detail Able to collaborate closely with Product, Design, and Engineering teams Experience with Postman and API testing Experience with Selenium, Cypress, Playwright, or other automation frameworks is a plus",2026-06-02T02:53:25.000Z,https://id.jobstreet.com/job/92454531
"Senior/Lead Full-stack Software Engineer (React, Node.js) | EdTech | Dayshift",The Pique Lab Learning Centre,Jakarta,JobStreet,English,2,DevOps & Container Orchestration,SFIA 9: IT Infrastructure (ITOP) + Deployment (DPLM),True,21,"Javascript, Typescript, React, Node.js, Langchain, Graphql, Mongodb, Elasticsearch, GCP, Docker, Kubernetes, Jenkins, Github Actions, Serverless, CI/CD, Selenium, Playwright, Git, Github, Agile, Design Patterns","Do you have a sharp eye for breaking down complex problems an innate gift for writing elegant code How does working in an environment that truly cares about your growth (without milking you dry) sound to you About Our Team At The Pique Lab, we re on a mission to create the best Math Science learning experience for students aged 9 to 16 in Singapore. Our lessons are meticulously crafted based on pedagogical research and data-driven methodologies to achieve one overarching goal: to make learning fun, shorten learning curves and help students develop a genuine appreciation for Math Science . Over the past decade, we ve grown from a pair of co-founders to a diverse team of over 100 team members across 10 departments. Our proprietary learning methodology and examination-centric materials have helped more than 20,000 students ace their examinations. Our headquarters is in Singapore, with remote teams in China, India, Malaysia and the Philippines. We take pride in our open, fast-paced and flat organisational structure where every team member is valued for their skills and competencies, not just their job titles. If you want to spend your time meaningfully on cool edtech projects NOT refactoring buggy, legacy code, you might be the next teammate we re looking for What s In It For You To Join Us Working Arrangement : Remote (Note: As our operational needs may evolve, we are looking for someone who is comfortable with potential office setup arrangements, including the possibility of working from our onsite offices in Jakarta or Batam.) Working Hours : Monday to Friday, 10AM to 7PM (inclusive of 1-hour lunch break) (Singapore Timezone) Team Size : 15 (Software Engineers, UI/UX Designers, Product Managers) Projects (assigned depending on your skills, interest business needs): School Management System (ERP/Web Mobile, iOS/Android) + Cloud Contact Centre (Web) Our Technology We work with a lot of exciting technology: React, Typescript, SASS, Redux for frontend work. Node.js, GraphQL for our service code. MongoDB, ElasticSearch for storage indexing. LLMs Langchain for GenAI functionalities. Kubernetes, Docker Github Actions for continuous integration delivery. Google Cloud for underlying infrastructure. Puppeteer, Playwright Selenium for testing. GitHub Copilot Cursor IDE for AI code assistance. Your Role Growth We re positioning ourselves as an AI-first engineering team . We re actively experimenting with modern AI tools to enhance how our developers build, test, and ship code. From automated code reviews to generative workflows, we re laying the groundwork to integrate AI meaningfully into our engineering processes. You will use the power of code to solve complex business problems, so that our users can focus their time energy on things that matter . You ll join us at a pivotal movement where we scale rapidly this means you ll get more opportunities when you embark on this journey with us. #1: Spearhead Hands-on Development From breaking down complex problems to designing solutions that are easy-to-maintain, flexible scalable , this role is perfect for tech enthusiasts who appreciate diversity in their role. You ll spend the bulk of your time developing, testing deploying dynamic web-based solutions . Growing your career with us is a marathon, not a sprint. We know what we want from our software engineering team are careful not to spread our team members too thin. #2: Work With The Latest Tech Tools We invest in the latest tech tools to help us become more efficient productive at our work, so we can focus on higher-value activities instead of pencil-pushing tasks. We are always looking to apply the latest engineering practices in our workflows help our software engineers sharpen their engineering communication skills . #3: Set The Culture Grow YOUR Team We want to work with you to create a sustainable developmental culture that appreciates great work gives you pride . You ll get to learn work closely with our team of 20 software engineers, product managers, testers user experience designers. You, Our Ideal Candidate Minimum 3 to 5 years of working experience as a software engineer (proficient in both front-end back-end technologies) Minimum Bachelor s Degree in Computer Science, Engineering or a similar discipline Proficient in JavaScript, TypeScript, SASS other common web technologies Familiar with using React or equivalent related technologies Proficient in Node.js, GraphQL server development Familiar with MongoDB, ElasticSearch other databases Familiar with deploying maintaining CI/CD solutions (such as Kubernetes, Jenkins, Github Actions, Now, Serverless) Willing to use Git for code collaborative management Interested in AI-augmented engineering workflows (such as GitHub Copilot, Cursor IDE, v0 and Langflow) Possesses strong independent problem-solving learning skills Believes in good programming habits pursue writing elegant code : You should also be familiar with common design patterns agile development processes. Excellent command of written spoken English Language Your Welfare Being a Software Engineer at The Pique Lab isn t always easy. It requires resilience, resourcefulness a strong desire to go the extra mile. In return, we take good care of you so that you can put your best work forward. Market Competitive Remuneration : Although we re not a big tech or VC-funded start-up, we take good care of our team which starts by paying them fairly. Career Progression Opportunities : We re looking to build a solid development management team. If you want to create a developmental culture that you can be proud of, this is it Mentorship Regular Feedback : Our CTO is an ex-senior software engineer from Rakuten. Productivity Tech Benefits : Work efficiently with a 34 Monitor, Apple Equipment Peripherals. Generous Paid Leave Package : Paid Vacation Leave + Medical Leave + Compassionate Leave + Birthday Leave + Wellness Leave + Gratitude Leave. Company Socials Work From Home Care Packages Our Recruitment Process A simple profile match by our team where we will assess your application against the role. A short one-way video interview so that we can get to know you a little better. A technical interview with our VP of Engineering to learn more about your background, experiences and thought process. The entire process will be conducted online you ll be notified of the outcome accordingly.",2026-05-21T06:26:54.000Z,https://id.jobstreet.com/job/92253683
NETWORK ENGINEER,DCI Indonesia,"Bekasi, West Java",JobStreet,English,0,Enterprise Dev & Agile Practices,SFIA 9: Software Development (PROG) + Methods & Tools (METL),False,4,"Java, Grafana, Linux, Vpn","About the role Join PT DCI Indonesia, Tbk as an Network Engineer and play a vital role in maintaining and optimising the company s critical network infrastructure. In this full-time position based in Bekasi, West Java, you will be responsible for ensuring the smooth and efficient operation of the Network Engineer, a key component of the company s digital services delivery. What you ll be doing Planed, designing, and implementing functional network infrastructure Resolving issues Monitoring, control, and maintenance network SLA Innovation in network development Design and deploy functional networks (LAN, WLAN, WAN) Configure and install software, servers, routers, and other network devices Monitor network performance and integrity Automate tasks and monitor their effectiveness Maintain complete technical documentation Suggest improvements to network performance, capacity, and scalability Willing to work in extended or shift timings and readily available for an 24 7 on-call support for any reported issue. Respond quickly to issues affecting the network environment to maintain high availability and uptime. What we re looking for Experience as a Senior Network Engineer or Network Administrator Professional certification (e.g., CCNP, JNCIA) Solid background in network administration and architecture In-depth understanding of communication protocols (mainly TCP/IP) and routing protocols (e.g., VLAN, VXLAN, VPN, VRRP, BGP, HA configuration ) Understanding of operating system (Linux and windows servers) Experience with network interconnection cloud provider Experience with network diagnostic, monitoring (PRTG, MRTG, CACTI and Grafana) and analysis tools (network tools) Solid understanding of network operating systems (JUNOS, Cisco IOS) Create and preserve design documentation for network operations. Fluent in English Apply now and join our talented team of Network Engineer at PT DCI Indonesia, Tbk .",2026-06-03T04:27:39.000Z,https://id.jobstreet.com/job/92484270
